"ID","","","","","","","","","","","","TaxonLevel","","","","","","","","","","","","","","","","","","","","","","<i>Genus Species </i>"
"11000073","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>quoy</i> <i> macrourus</i>","<i>a</i>","","","","<i>Spilocuscus papuensis </i>"
"11000074","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>atrimaculatus</i>","<i>atrimaculatus</i> <i>a</i> <i>maculatus</i>","","","","<i>Spilocuscus rufoniger </i>"
"11000075","","","","","","","","","","","","TRIBE","","","","","","","","","","","","","","","","","","","","","",""
"11000076","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Cuscus celebensis</i>","","","","","","<i>Phalanger </i> <i>S. celebensis</i> <i>S. gymnotis</i> <i>Trichosurus</i> <i>gymnotis </i> <i>Phalanger</i>","","","",""
"11000077","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>callenfelsi</i> <i>feileri </i> <i> sangirensis</i>","","","","","<i>Strigocuscus celebensis </i>"
"11000078","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Strigocuscus celebensis </i>"
"11000079","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Strigocuscus celebensis </i>"
"11000080","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Strigocuscus celebensis </i>"
"11000081","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>mendeni</i>","<i>pelengensis</i> <i>Phalanger</i> <i>a</i> <i>Strigocuscus</i>","","","","<i>Strigocuscus pelengensis </i>"
"11000082","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Strigocuscus pelengensis </i>"
"11000083","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Strigocuscus pelengensis </i>"
"11000084","","","","","","","","","","","","GENUS","","","","","","","<i>In</i>","","","","","<i>Didelphis vulpecula</i>","","","","","<i>Cercaertus</i> <i> Psilogrammurus </i> <i> Tapoa </i> <i> Trichurus</i>","","","","",""
"11000085","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Trichosurus arnhemensis </i>"
"11000086","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>nigrans</i>","<i>T. cunninghami</i> <i>T. cunninghami </i>","","","","<i>Trichosurus caninus </i>"
"11000087","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>T. caninus</i>","","","","<i>Trichosurus cunninghami </i>"
"11000088","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>a</i>","","","","<i>Trichosurus johnstonii </i>"
"11000089","","","","","","","","","","","","SPECIES","","","","","","","<i>In</i>","","","","","","","","","<i>T. v. hypoleuca</i> <i> </i>","<i>bougainvillei</i> <i> cookii </i> <i> cuvieri </i> <i>eburacensis </i> <i>fide </i> <i>a</i> <i>felina </i> <i> fuliginosa </i> <i> grisea </i> <i> hypoleucus</i> <i> lemurina </i> <i>melanura</i> <i> mesurus </i> <i> novaehollandiae </i> <i> raui</i> <i> ruficollis </i> <i> selma </i> <i>tapouaru </i> <i> vulpina </i> <i> xanthopus </i>","","","","","<i>Trichosurus vulpecula </i>"
"11000090","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Wyulda squamicaudata</i>","","","","","","<i>Trichosurus</i> <i>W. squamicaudata</i>","","","",""
"11000091","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>Trichosurus</i>","","","","<i>Wyulda squamicaudata </i>"
"11000092","","","","","","","","","","","","SUPERFAMILY","","","","","","","","","","","","","","","","","","","","","",""
"11000093","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","<i>Hemibelideus</i> <i>Pseudochirops</i> <i>Pseudochirulus </i> <i>Petropseudes </i> <i>Pseudocheirus</i> <i>Schoinobates</i> <i>Petauroides</i>","","","",""
"11000094","","","","","","","","","","","","SUBFAMILY","","","","","","","","","","","","","","","","","","","","","",""
"11000095","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Phalangista</i> <i>Hemibelideus</i> <i>lemuroides</i>","","","","","","<i>Pseudocheirus</i> <i>Hemibelideus </i> <i>Petauroides</i>","","","",""
"11000096","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>cervinus</i>","","","","","<i>Hemibelideus lemuroides </i>"
"11000097","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Didelphis volans</i>","","","","","<i>Petaurista</i> <i> Schoinobates </i> <i>Volucella</i>","<i>Schoinobates</i> <i>Petaurista</i> <i>leucogenys</i> <i>Schoinobates </i> <i>Volucella</i> <i>Petaurista</i>","","","",""
"11000098","","","","","","","","","","","","SPECIES","","","","","","","<i>In</i>","","","","","","","","","","<i>didelphoides</i> <i> incanus </i> <i> macroura </i> <i> maximus<b> </b></i> <i> peronii </i> <i> taguanoides </i> <i> voluccella </i> <i> minor</i> <i>cinereus </i> <i> armillatus </i>","","","","","<i>Petauroides volans </i>"
"11000099","","","","","","","","","","","","SUBSPECIES","","","","","","","<i>In</i>","","","","","","","","","","","","","","","<i>Petauroides volans </i>"
"11000100","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Petauroides volans </i>"
"11000101","","","","","","","","","","","","SUBFAMILY","","","","","","","","","","","","","","","","","","","","","",""
"11000102","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Pseudochirus dahli</i>","","","","","","<i>Pseudocheirus</i>","","","",""
"11000103","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Petropseudes dahli </i>"
"11000104","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Phalangista cookii</i> <i>Didelphis peregrinus</i>","","","","","<i>Hepoona</i> <i> Pseudochirus </i> <i> Ptenos</i>","<i>Pseudochirus</i> <i>nomen nudum</i> <i> Pseudochirulus</i> <i>a</i>","","","",""
"11000105","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","<i>P. occidentalis, </i> <i>P. peregrinus</i>","<i>banksii</i> <i>caudivolvula</i> <i> cookii </i> <i> incanens</i> <i> laniginosa </i> <i> modestus </i> <i>notialis </i> <i> novaehollanidiae</i> <i> oralis </i> <i> victoriae</i> <i> occidentalis</i> <i> </i> <i> <b>pulcher</b> </i> <i> rubidus</i> <i> <b>convolutor</b> </i> <i>bassianus </i> <i>incana </i> <i> viverrina</i>","<i>a</i>","","","","<i>Pseudocheirus peregrinus </i>"
"11000106","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudocheirus peregrinus </i>"
"11000107","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudocheirus peregrinus </i>"
"11000108","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudocheirus peregrinus </i>"
"11000109","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudocheirus peregrinus </i>"
"11000110","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Phalangista (Pseudocheirus) canescens</i>","","","","","","<i>Pseudocheirus </i> <i>a</i>","","","",""
"11000111","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>grisescenti</i> <i> avarus </i> <i> bernsteini </i> <i> <b>dammermani </b></i> <i>gyrator</i>","","","","","<i>Pseudochirulus canescens </i>"
"11000112","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus canescens </i>"
"11000113","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus canescens </i>"
"11000114","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus canescens </i>"
"11000115","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus canescens </i>"
"11000116","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus canescens </i>"
"11000117","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>versteegi</i>","","","","","<i>Pseudochirulus caroli </i>"
"11000118","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus caroli </i>"
"11000119","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirulus caroli </i>"
"11000120","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>P. herbertensis</i>","","","","<i>Pseudochirulus cinereus </i>"
"11000121","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>longipilis</i>","<i>larvatus </i>","","","","<i>Pseudochirulus forbesi </i>"
"11000122","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>colletti<b> </b></i> <i> mongan </i>","","","","","<i>Pseudochirulus herbertensis </i>"
"11000123","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>barbatus</i> <i> capistratus </i>","<i>forbesi</i> <i> </i> <i> </i> <i>a</i> <i>larvatus </i>","","","","<i>Pseudochirulus larvatus </i>"
"11000124","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>pygmaeus</i>","","","","","<i>Pseudochirulus mayeri </i>"
"11000125","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>lewisi<b> </b></i>","<i>P. forbesi lewisi</i> <i> </i> <i>a</i>","","","","<i>Pseudochirulus schlegeli </i>"
"11000126","","","","","","","","","","","","SUBFAMILY","","","","","","","","","","","","","","","","","","","","","",""
"11000127","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Phalangista</i> <i>Pseudochirus</i> <i>albertisii</i>","","","","","","<i>Pseudocheirus</i> <i>Petauroides</i> <i>Hemibelideus</i>","","","",""
"11000128","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>insularis</i> <i> <b>schultzei</b></i>","","","","","<i>Pseudochirops albertisii </i>"
"11000129","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops albertisii </i>"
"11000130","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops albertisii </i>"
"11000131","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops albertisii </i>"
"11000132","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops archeri </i>"
"11000133","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>buergersi</i> <i> caecias </i> <i> argenteus </i> <i>fuscus</i>","","","","","<i>Pseudochirops corinnae </i>"
"11000134","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops corinnae </i>"
"11000135","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops corinnae </i>"
"11000136","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Pseudochirops corinnae </i>"
"11000137","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>paradoxus</i>","<i>P. albertisii</i> <i>a</i>","","","","<i>Pseudochirops coronatus </i>"
"11000138","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>beauforti</i> <i> obscurior</i>","","","","","<i>Pseudochirops cupreus </i>"
"11000139","","","","","","","","","","","","FAMILY","","","","","","","","","","","","","","","","","","","","","",""
"11000140","","","","","","","","","","","","GENUS","","","","","","","","","","","","<i>Dactylopsila trivirgata</i>","","","","","<i>Dactylonax</i>","","","","",""
"11000141","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>trivirgata</i> <i>in</i>","","","","<i>Dactylopsila megalura </i>"
"11000142","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>ernstmayri</i> <i>.</i>","<i>Dactylonax</i>","","","","<i>Dactylopsila palpator </i>"
"11000143","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","","<i>trivirgata</i> <i>in</i>","","","","<i>Dactylopsila tatei </i>"
"11000144","","","","","","","","","","","","SPECIES","","","","","","","","","","","","","","","","","<i>albertisii</i> <i> angustivittis</i> <i> arfakensis </i> <i> hindenburgi </i> <i> occidentalis </i> <i> <b>kataui </b></i> <i> melampus </i> <i> biedermanni </i> <i> <b>picata </b></i> <i>infumata </i> <i>.</i>","","","","","<i>Dactylopsila trivirgata </i>"
"11000145","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Dactylopsila trivirgata </i>"
"11000146","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Dactylopsila trivirgata </i>"
"11000147","","","","","","","","","","","","SUBSPECIES","","","","","","","","","","","","","","","","","","","","","","<i>Dactylopsila trivirgata </i>"
